User_ID,Task_Sequence
755," 2, 23"
755," 2, 23, 23"
755," 2, 23, 23, 13"
755," 2, 23, 23, 13, 12"
756," 0, 0"
756," 0, 0, 7"
756," 0, 0, 7, 0"
756," 0, 0, 7, 0, 0"
756," 0, 0, 7, 0, 0, 0"
756," 0, 0, 7, 0, 0, 0, 0"
756," 0, 0, 7, 0, 0, 0, 0, 1"
756," 0, 0, 7, 0, 0, 0, 0, 1, 0"
756," 0, 0, 7, 0, 0, 0, 0, 1, 0, 0"
756," 0, 0, 7, 0, 0, 0, 0, 1, 0, 0, 0"
756," 0, 0, 7, 0, 0, 0, 0, 1, 0, 0, 0, 0"
756," 0, 0, 7, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0"
756," 0, 0, 7, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0"
756," 0, 0, 7, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0"
756," 0, 0, 7, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0"
756," 0, 0, 7, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0"
756," 0, 0, 7, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
756," 0, 0, 7, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
756," 0, 0, 7, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
756," 0, 7, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
756," 7, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
756," 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
756," 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
756," 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
756," 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
756," 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
756," 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1"
756," 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0"
756," 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0"
756," 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1"
756," 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0"
756," 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0"
756," 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0"
756," 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0"
756," 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1"
756," 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1"
756," 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0"
756," 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0"
756," 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0"
756," 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0"
756," 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0"
756," 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0"
756," 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0"
756," 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0"
756," 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1"
756," 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0"
756," 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0"
756," 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0"
756," 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0"
756," 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0"
756," 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1"
756," 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1"
756," 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1"
756," 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1"
756," 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0"
756," 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0"
756," 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0"
756," 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0"
756," 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0"
756," 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0"
756," 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0"
756," 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1"
756," 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0"
756," 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0"
756," 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1"
756," 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0"
756," 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1"
756," 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1"
756," 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0"
756," 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0"
756," 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1"
756," 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0"
756," 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0"
756," 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0"
756," 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1"
756," 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0"
756," 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0"
756," 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1"
756," 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1"
756," 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 16"
756," 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 16, 1"
756," 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 16, 1, 1"
756," 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 16, 1, 1, 1"
756," 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 16, 1, 1, 1, 0"
756," 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 16, 1, 1, 1, 0, 1"
756," 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 16, 1, 1, 1, 0, 1, 0"
756," 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 16, 1, 1, 1, 0, 1, 0, 0"
756," 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 16, 1, 1, 1, 0, 1, 0, 0, 0"
756," 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 16, 1, 1, 1, 0, 1, 0, 0, 0, 0"
756," 1, 0, 0, 0, 1, 0, 0, 1, 1, 16, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0"
756," 0, 0, 0, 1, 0, 0, 1, 1, 16, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0"
756," 0, 0, 1, 0, 0, 1, 1, 16, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0"
756," 0, 1, 0, 0, 1, 1, 16, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0"
756," 1, 0, 0, 1, 1, 16, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0"
756," 0, 0, 1, 1, 16, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
756," 0, 1, 1, 16, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
756," 1, 1, 16, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
756," 1, 16, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
756," 16, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
756," 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1"
757," 11, 11"
757," 11, 11, 11"
757," 11, 11, 11, 11"
757," 11, 11, 11, 11, 7"
757," 11, 11, 11, 11, 7, 0"
757," 11, 11, 11, 11, 7, 0, 7"
758," 20, 41"
758," 20, 41, 22"
759," 0, 0"
759," 0, 0, 11"
759," 0, 0, 11, 0"
759," 0, 0, 11, 0, 0"
759," 0, 0, 11, 0, 0, 11"
759," 0, 0, 11, 0, 0, 11, 14"
759," 0, 0, 11, 0, 0, 11, 14, 14"
759," 0, 0, 11, 0, 0, 11, 14, 14, 14"
759," 0, 0, 11, 0, 0, 11, 14, 14, 14, 14"
759," 0, 0, 11, 0, 0, 11, 14, 14, 14, 14, 0"
759," 0, 0, 11, 0, 0, 11, 14, 14, 14, 14, 0, 0"
759," 0, 0, 11, 0, 0, 11, 14, 14, 14, 14, 0, 0, 0"
759," 0, 0, 11, 0, 0, 11, 14, 14, 14, 14, 0, 0, 0, 14"
759," 0, 0, 11, 0, 0, 11, 14, 14, 14, 14, 0, 0, 0, 14, 14"
759," 0, 0, 11, 0, 0, 11, 14, 14, 14, 14, 0, 0, 0, 14, 14, 14"
759," 0, 0, 11, 0, 0, 11, 14, 14, 14, 14, 0, 0, 0, 14, 14, 14, 14"
759," 0, 0, 11, 0, 0, 11, 14, 14, 14, 14, 0, 0, 0, 14, 14, 14, 14, 14"
759," 0, 0, 11, 0, 0, 11, 14, 14, 14, 14, 0, 0, 0, 14, 14, 14, 14, 14, 14"
759," 0, 0, 11, 0, 0, 11, 14, 14, 14, 14, 0, 0, 0, 14, 14, 14, 14, 14, 14, 14"
759," 0, 11, 0, 0, 11, 14, 14, 14, 14, 0, 0, 0, 14, 14, 14, 14, 14, 14, 14, 0"
759," 11, 0, 0, 11, 14, 14, 14, 14, 0, 0, 0, 14, 14, 14, 14, 14, 14, 14, 0, 14"
759," 0, 0, 11, 14, 14, 14, 14, 0, 0, 0, 14, 14, 14, 14, 14, 14, 14, 0, 14, 14"
759," 0, 11, 14, 14, 14, 14, 0, 0, 0, 14, 14, 14, 14, 14, 14, 14, 0, 14, 14, 41"
760," 4, 11"
760," 4, 11, 0"
760," 4, 11, 0, 1"
760," 4, 11, 0, 1, 0"
760," 4, 11, 0, 1, 0, 1"
760," 4, 11, 0, 1, 0, 1, 0"
760," 4, 11, 0, 1, 0, 1, 0, 0"
760," 4, 11, 0, 1, 0, 1, 0, 0, 1"
760," 4, 11, 0, 1, 0, 1, 0, 0, 1, 4"
760," 4, 11, 0, 1, 0, 1, 0, 0, 1, 4, 11"
760," 4, 11, 0, 1, 0, 1, 0, 0, 1, 4, 11, 0"
760," 4, 11, 0, 1, 0, 1, 0, 0, 1, 4, 11, 0, 1"
761," 10, 4"
761," 10, 4, 29"
762," 32, 19"
762," 32, 19, 19"
762," 32, 19, 19, 8"
762," 32, 19, 19, 8, 8"
762," 32, 19, 19, 8, 8, 8"
762," 32, 19, 19, 8, 8, 8, 19"
762," 32, 19, 19, 8, 8, 8, 19, 19"
762," 32, 19, 19, 8, 8, 8, 19, 19, 19"
762," 32, 19, 19, 8, 8, 8, 19, 19, 19, 4"
763," 42, 0"
763," 42, 0, 4"
764," 4, 28"
764," 4, 28, 19"
764," 4, 28, 19, 4"
764," 4, 28, 19, 4, 19"
764," 4, 28, 19, 4, 19, 7"
764," 4, 28, 19, 4, 19, 7, 19"
764," 4, 28, 19, 4, 19, 7, 19, 19"
764," 4, 28, 19, 4, 19, 7, 19, 19, 7"
764," 4, 28, 19, 4, 19, 7, 19, 19, 7, 27"
765," 11, 0"
765," 11, 0, 0"
765," 11, 0, 0, 1"
765," 11, 0, 0, 1, 1"
765," 11, 0, 0, 1, 1, 11"
765," 11, 0, 0, 1, 1, 11, 1"
765," 11, 0, 0, 1, 1, 11, 1, 2"
765," 11, 0, 0, 1, 1, 11, 1, 2, 11"
765," 11, 0, 0, 1, 1, 11, 1, 2, 11, 2"
765," 11, 0, 0, 1, 1, 11, 1, 2, 11, 2, 0"
765," 11, 0, 0, 1, 1, 11, 1, 2, 11, 2, 0, 2"
765," 11, 0, 0, 1, 1, 11, 1, 2, 11, 2, 0, 2, 1"
765," 11, 0, 0, 1, 1, 11, 1, 2, 11, 2, 0, 2, 1, 11"
765," 11, 0, 0, 1, 1, 11, 1, 2, 11, 2, 0, 2, 1, 11, 11"
765," 11, 0, 0, 1, 1, 11, 1, 2, 11, 2, 0, 2, 1, 11, 11, 2"
765," 11, 0, 0, 1, 1, 11, 1, 2, 11, 2, 0, 2, 1, 11, 11, 2, 2"
765," 11, 0, 0, 1, 1, 11, 1, 2, 11, 2, 0, 2, 1, 11, 11, 2, 2, 11"
765," 11, 0, 0, 1, 1, 11, 1, 2, 11, 2, 0, 2, 1, 11, 11, 2, 2, 11, 0"
765," 11, 0, 0, 1, 1, 11, 1, 2, 11, 2, 0, 2, 1, 11, 11, 2, 2, 11, 0, 11"
765," 0, 0, 1, 1, 11, 1, 2, 11, 2, 0, 2, 1, 11, 11, 2, 2, 11, 0, 11, 11"
765," 0, 1, 1, 11, 1, 2, 11, 2, 0, 2, 1, 11, 11, 2, 2, 11, 0, 11, 11, 11"
766," 23, 23"
766," 23, 23, 17"
767," 7, 9"
767," 7, 9, 14"
767," 7, 9, 14, 9"
767," 7, 9, 14, 9, 14"
767," 7, 9, 14, 9, 14, 14"
767," 7, 9, 14, 9, 14, 14, 14"
767," 7, 9, 14, 9, 14, 14, 14, 7"
767," 7, 9, 14, 9, 14, 14, 14, 7, 14"
767," 7, 9, 14, 9, 14, 14, 14, 7, 14, 14"
767," 7, 9, 14, 9, 14, 14, 14, 7, 14, 14, 14"
767," 7, 9, 14, 9, 14, 14, 14, 7, 14, 14, 14, 14"
767," 7, 9, 14, 9, 14, 14, 14, 7, 14, 14, 14, 14, 16"
767," 7, 9, 14, 9, 14, 14, 14, 7, 14, 14, 14, 14, 16, 16"
767," 7, 9, 14, 9, 14, 14, 14, 7, 14, 14, 14, 14, 16, 16, 14"
767," 7, 9, 14, 9, 14, 14, 14, 7, 14, 14, 14, 14, 16, 16, 14, 14"
767," 7, 9, 14, 9, 14, 14, 14, 7, 14, 14, 14, 14, 16, 16, 14, 14, 14"
767," 7, 9, 14, 9, 14, 14, 14, 7, 14, 14, 14, 14, 16, 16, 14, 14, 14, 16"
767," 7, 9, 14, 9, 14, 14, 14, 7, 14, 14, 14, 14, 16, 16, 14, 14, 14, 16, 14"
767," 7, 9, 14, 9, 14, 14, 14, 7, 14, 14, 14, 14, 16, 16, 14, 14, 14, 16, 14, 7"
767," 9, 14, 9, 14, 14, 14, 7, 14, 14, 14, 14, 16, 16, 14, 14, 14, 16, 14, 7, 0"
767," 14, 9, 14, 14, 14, 7, 14, 14, 14, 14, 16, 16, 14, 14, 14, 16, 14, 7, 0, 14"
767," 9, 14, 14, 14, 7, 14, 14, 14, 14, 16, 16, 14, 14, 14, 16, 14, 7, 0, 14, 14"
767," 14, 14, 14, 7, 14, 14, 14, 14, 16, 16, 14, 14, 14, 16, 14, 7, 0, 14, 14, 8"
767," 14, 14, 7, 14, 14, 14, 14, 16, 16, 14, 14, 14, 16, 14, 7, 0, 14, 14, 8, 9"
767," 14, 7, 14, 14, 14, 14, 16, 16, 14, 14, 14, 16, 14, 7, 0, 14, 14, 8, 9, 8"
767," 7, 14, 14, 14, 14, 16, 16, 14, 14, 14, 16, 14, 7, 0, 14, 14, 8, 9, 8, 8"
767," 14, 14, 14, 14, 16, 16, 14, 14, 14, 16, 14, 7, 0, 14, 14, 8, 9, 8, 8, 14"
767," 14, 14, 14, 16, 16, 14, 14, 14, 16, 14, 7, 0, 14, 14, 8, 9, 8, 8, 14, 14"
767," 14, 14, 16, 16, 14, 14, 14, 16, 14, 7, 0, 14, 14, 8, 9, 8, 8, 14, 14, 14"
767," 14, 16, 16, 14, 14, 14, 16, 14, 7, 0, 14, 14, 8, 9, 8, 8, 14, 14, 14, 14"
767," 16, 16, 14, 14, 14, 16, 14, 7, 0, 14, 14, 8, 9, 8, 8, 14, 14, 14, 14, 14"
767," 16, 14, 14, 14, 16, 14, 7, 0, 14, 14, 8, 9, 8, 8, 14, 14, 14, 14, 14, 9"
767," 14, 14, 14, 16, 14, 7, 0, 14, 14, 8, 9, 8, 8, 14, 14, 14, 14, 14, 9, 14"
767," 14, 14, 16, 14, 7, 0, 14, 14, 8, 9, 8, 8, 14, 14, 14, 14, 14, 9, 14, 14"
767," 14, 16, 14, 7, 0, 14, 14, 8, 9, 8, 8, 14, 14, 14, 14, 14, 9, 14, 14, 8"
767," 16, 14, 7, 0, 14, 14, 8, 9, 8, 8, 14, 14, 14, 14, 14, 9, 14, 14, 8, 14"
767," 14, 7, 0, 14, 14, 8, 9, 8, 8, 14, 14, 14, 14, 14, 9, 14, 14, 8, 14, 14"
767," 7, 0, 14, 14, 8, 9, 8, 8, 14, 14, 14, 14, 14, 9, 14, 14, 8, 14, 14, 14"
767," 0, 14, 14, 8, 9, 8, 8, 14, 14, 14, 14, 14, 9, 14, 14, 8, 14, 14, 14, 14"
767," 14, 14, 8, 9, 8, 8, 14, 14, 14, 14, 14, 9, 14, 14, 8, 14, 14, 14, 14, 14"
767," 14, 8, 9, 8, 8, 14, 14, 14, 14, 14, 9, 14, 14, 8, 14, 14, 14, 14, 14, 14"
767," 8, 9, 8, 8, 14, 14, 14, 14, 14, 9, 14, 14, 8, 14, 14, 14, 14, 14, 14, 14"
767," 9, 8, 8, 14, 14, 14, 14, 14, 9, 14, 14, 8, 14, 14, 14, 14, 14, 14, 14, 14"
767," 8, 8, 14, 14, 14, 14, 14, 9, 14, 14, 8, 14, 14, 14, 14, 14, 14, 14, 14, 14"
767," 8, 14, 14, 14, 14, 14, 9, 14, 14, 8, 14, 14, 14, 14, 14, 14, 14, 14, 14, 9"
767," 14, 14, 14, 14, 14, 9, 14, 14, 8, 14, 14, 14, 14, 14, 14, 14, 14, 14, 9, 14"
767," 14, 14, 14, 14, 9, 14, 14, 8, 14, 14, 14, 14, 14, 14, 14, 14, 14, 9, 14, 7"
767," 14, 14, 14, 9, 14, 14, 8, 14, 14, 14, 14, 14, 14, 14, 14, 14, 9, 14, 7, 16"
767," 14, 14, 9, 14, 14, 8, 14, 14, 14, 14, 14, 14, 14, 14, 14, 9, 14, 7, 16, 14"
767," 14, 9, 14, 14, 8, 14, 14, 14, 14, 14, 14, 14, 14, 14, 9, 14, 7, 16, 14, 7"
767," 9, 14, 14, 8, 14, 14, 14, 14, 14, 14, 14, 14, 14, 9, 14, 7, 16, 14, 7, 14"
767," 14, 14, 8, 14, 14, 14, 14, 14, 14, 14, 14, 14, 9, 14, 7, 16, 14, 7, 14, 7"
767," 14, 8, 14, 14, 14, 14, 14, 14, 14, 14, 14, 9, 14, 7, 16, 14, 7, 14, 7, 7"
767," 8, 14, 14, 14, 14, 14, 14, 14, 14, 14, 9, 14, 7, 16, 14, 7, 14, 7, 7, 14"
767," 14, 14, 14, 14, 14, 14, 14, 14, 14, 9, 14, 7, 16, 14, 7, 14, 7, 7, 14, 14"
767," 14, 14, 14, 14, 14, 14, 14, 14, 9, 14, 7, 16, 14, 7, 14, 7, 7, 14, 14, 45"
767," 14, 14, 14, 14, 14, 14, 14, 9, 14, 7, 16, 14, 7, 14, 7, 7, 14, 14, 45, 14"
767," 14, 14, 14, 14, 14, 14, 9, 14, 7, 16, 14, 7, 14, 7, 7, 14, 14, 45, 14, 45"
767," 14, 14, 14, 14, 14, 9, 14, 7, 16, 14, 7, 14, 7, 7, 14, 14, 45, 14, 45, 16"
767," 14, 14, 14, 14, 9, 14, 7, 16, 14, 7, 14, 7, 7, 14, 14, 45, 14, 45, 16, 14"
767," 14, 14, 14, 9, 14, 7, 16, 14, 7, 14, 7, 7, 14, 14, 45, 14, 45, 16, 14, 16"
767," 14, 14, 9, 14, 7, 16, 14, 7, 14, 7, 7, 14, 14, 45, 14, 45, 16, 14, 16, 7"
767," 14, 9, 14, 7, 16, 14, 7, 14, 7, 7, 14, 14, 45, 14, 45, 16, 14, 16, 7, 16"
767," 9, 14, 7, 16, 14, 7, 14, 7, 7, 14, 14, 45, 14, 45, 16, 14, 16, 7, 16, 16"
767," 14, 7, 16, 14, 7, 14, 7, 7, 14, 14, 45, 14, 45, 16, 14, 16, 7, 16, 16, 14"
767," 7, 16, 14, 7, 14, 7, 7, 14, 14, 45, 14, 45, 16, 14, 16, 7, 16, 16, 14, 14"
767," 16, 14, 7, 14, 7, 7, 14, 14, 45, 14, 45, 16, 14, 16, 7, 16, 16, 14, 14, 14"
767," 14, 7, 14, 7, 7, 14, 14, 45, 14, 45, 16, 14, 16, 7, 16, 16, 14, 14, 14, 14"
767," 7, 14, 7, 7, 14, 14, 45, 14, 45, 16, 14, 16, 7, 16, 16, 14, 14, 14, 14, 16"
767," 14, 7, 7, 14, 14, 45, 14, 45, 16, 14, 16, 7, 16, 16, 14, 14, 14, 14, 16, 16"
767," 7, 7, 14, 14, 45, 14, 45, 16, 14, 16, 7, 16, 16, 14, 14, 14, 14, 16, 16, 14"
767," 7, 14, 14, 45, 14, 45, 16, 14, 16, 7, 16, 16, 14, 14, 14, 14, 16, 16, 14, 7"
767," 14, 14, 45, 14, 45, 16, 14, 16, 7, 16, 16, 14, 14, 14, 14, 16, 16, 14, 7, 16"
767," 14, 45, 14, 45, 16, 14, 16, 7, 16, 16, 14, 14, 14, 14, 16, 16, 14, 7, 16, 14"
767," 45, 14, 45, 16, 14, 16, 7, 16, 16, 14, 14, 14, 14, 16, 16, 14, 7, 16, 14, 7"
767," 14, 45, 16, 14, 16, 7, 16, 16, 14, 14, 14, 14, 16, 16, 14, 7, 16, 14, 7, 9"
767," 45, 16, 14, 16, 7, 16, 16, 14, 14, 14, 14, 16, 16, 14, 7, 16, 14, 7, 9, 45"
767," 16, 14, 16, 7, 16, 16, 14, 14, 14, 14, 16, 16, 14, 7, 16, 14, 7, 9, 45, 14"
767," 14, 16, 7, 16, 16, 14, 14, 14, 14, 16, 16, 14, 7, 16, 14, 7, 9, 45, 14, 16"
767," 16, 7, 16, 16, 14, 14, 14, 14, 16, 16, 14, 7, 16, 14, 7, 9, 45, 14, 16, 14"
767," 7, 16, 16, 14, 14, 14, 14, 16, 16, 14, 7, 16, 14, 7, 9, 45, 14, 16, 14, 45"
767," 16, 16, 14, 14, 14, 14, 16, 16, 14, 7, 16, 14, 7, 9, 45, 14, 16, 14, 45, 14"
767," 16, 14, 14, 14, 14, 16, 16, 14, 7, 16, 14, 7, 9, 45, 14, 16, 14, 45, 14, 14"
767," 14, 14, 14, 14, 16, 16, 14, 7, 16, 14, 7, 9, 45, 14, 16, 14, 45, 14, 14, 7"
767," 14, 14, 14, 16, 16, 14, 7, 16, 14, 7, 9, 45, 14, 16, 14, 45, 14, 14, 7, 9"
767," 14, 14, 16, 16, 14, 7, 16, 14, 7, 9, 45, 14, 16, 14, 45, 14, 14, 7, 9, 14"
767," 14, 16, 16, 14, 7, 16, 14, 7, 9, 45, 14, 16, 14, 45, 14, 14, 7, 9, 14, 14"
767," 16, 16, 14, 7, 16, 14, 7, 9, 45, 14, 16, 14, 45, 14, 14, 7, 9, 14, 14, 14"
767," 16, 14, 7, 16, 14, 7, 9, 45, 14, 16, 14, 45, 14, 14, 7, 9, 14, 14, 14, 14"
767," 14, 7, 16, 14, 7, 9, 45, 14, 16, 14, 45, 14, 14, 7, 9, 14, 14, 14, 14, 7"
767," 7, 16, 14, 7, 9, 45, 14, 16, 14, 45, 14, 14, 7, 9, 14, 14, 14, 14, 7, 14"
767," 16, 14, 7, 9, 45, 14, 16, 14, 45, 14, 14, 7, 9, 14, 14, 14, 14, 7, 14, 0"
767," 14, 7, 9, 45, 14, 16, 14, 45, 14, 14, 7, 9, 14, 14, 14, 14, 7, 14, 0, 9"
767," 7, 9, 45, 14, 16, 14, 45, 14, 14, 7, 9, 14, 14, 14, 14, 7, 14, 0, 9, 7"
767," 9, 45, 14, 16, 14, 45, 14, 14, 7, 9, 14, 14, 14, 14, 7, 14, 0, 9, 7, 16"
